0.001, 100, 0.0009, 0.8245, 0.0610
0.005, 100, 0.0016, 0.8806, 0.0062
0.010, 100, 0.0024, 0.8854, 0.0030
0.050, 100, -0.0074, 0.9146, -0.0276
0.100, 100, -0.0201, 0.9273, -0.0643
0.500, 100, 0.2030, -0.7270, 1.3939
1.000, 100, 1.3948, -0.0000, 0.0000
5.000, 100, nan, nan, nan
10.000, 100, nan, nan, nan
0.001, 1000, 0.0002, 0.8767, 0.0093
